source_id,provider,dataset,edition,generalisation,source_url,downloaded_on,compressed_sha256,decompressed_sha256,crs,licence,notes
etalab_regions_2025_100m,Etalab / data.gouv.fr,Contours administratifs,2025,100 metres,https://etalab-datasets.geo.data.gouv.fr/contours-administratifs/2025/geojson/regions-100m.geojson.gz,2026-09-02,396b35422d1f10332b85bb07f7747baf7e86e79b7175070fc03431e34114924c,af18f6cb83eaf081168d009964f8e4aa8ae1a80ef5388149201e95e015020652,EPSG:4326,French Open Licence 2.0,Derived principally from IGN ADMIN EXPRESS; stored snapshot contains metropolitan regions DROM and COM geometries.
