source_year,source_atc_code,canonical_atc_code,substance_name,mapping_status,primary_inclusion,mapping_source,mapping_source_url
2019,A10BX04,A10BJ01,Exenatide,historical_code_mapped,TRUE,WHO_ATC_alterations,https://atcddd.fhi.no/atc_ddd_alterations__cumulative/atc_alterations/
2019,A10BX07,A10BJ02,Liraglutide,historical_code_mapped,TRUE,WHO_ATC_alterations,https://atcddd.fhi.no/atc_ddd_alterations__cumulative/atc_alterations/
2019,A10BX10,A10BJ03,Lixisenatide,historical_code_mapped,TRUE,WHO_ATC_alterations,https://atcddd.fhi.no/atc_ddd_alterations__cumulative/atc_alterations/
2019,A10BX13,A10BJ04,Albiglutide,historical_code_mapped,TRUE,WHO_ATC_alterations,https://atcddd.fhi.no/atc_ddd_alterations__cumulative/atc_alterations/
2019,A10BX14,A10BJ05,Dulaglutide,historical_code_mapped,TRUE,WHO_ATC_alterations,https://atcddd.fhi.no/atc_ddd_alterations__cumulative/atc_alterations/
2019,A10BJ06,A10BJ06,Semaglutide,current_code_retained,TRUE,WHO_ATC_index,https://atcddd.fhi.no/atc_ddd_index/?code=A10BJ
