age_code,age_group,sex_code,sex,start_year,end_year,start_rate_per_100000,end_rate_per_100000,absolute_change_per_100000,percentage_change,compound_annual_growth_rate_percentage
0,0-19 years,1,Male,2020,2025,2.089253766257308,8.417240356546309,6.327986590289001,302.88262213474263,32.140427348171684
0,0-19 years,2,Female,2020,2025,3.246328351910109,13.479371263678551,10.233042911768443,315.21897363670604,32.93992766141931
20,20-59 years,1,Male,2020,2025,489.3826231995851,993.1362897075528,503.7536665079677,102.93656591532097,15.205194477652672
20,20-59 years,2,Female,2020,2025,424.8467654412141,974.8259020138458,549.9791365726318,129.45353038088086,18.069832963067633
60,60 years or older,1,Male,2020,2025,1767.542796568832,3719.540324069311,1951.9975275004788,110.43565854754473,16.044314307653785
60,60 years or older,2,Female,2020,2025,1173.52491600705,2459.007122706536,1285.482206699486,109.54025680795714,15.945392306926731
