study_year,region_code,region_name,beneficiaries,boxes,reimbursement_base_eur,reimbursed_expenditure_eur,open_medic_source_file,population_average,denominator_strata,beneficiary_rate_per_100000,boxes_per_100000,beneficiaries_absolute_change,beneficiaries_percentage_change,beneficiary_rate_absolute_change,beneficiary_rate_percentage_change,boxes_percentage_change,beneficiary_measure_status,additive_measure_status,historical_window_amendment_id,amendment_id,analysis_version,denominator_source_file
2025,28,Normandie,44999,439079,34216484.75,33470274.8,data/raw/open_medic/2025/atc4/NB_2025_atc4_reg.CSV.gz,3352354,6,1342.310507780503,13097.632290623245,7307,19.386076621033645,217.16643936916444,19.301211770666438,19.304571341622466,direct_atc4_region,direct_atc4_region,001,002,sap-v1.0-amendments-001-002,data/interim/insee/full/insee_annual_denominators.parquet
2025,32,Hauts-de-France,100018,985494,76318184.32,74468127.74,data/raw/open_medic/2025/atc4/NB_2025_atc4_reg.CSV.gz,5970105.5,6,1675.3137779558501,16507.145476742415,13407,15.479558023807606,226.76182398451624,15.654379766140147,16.39743321723046,direct_atc4_region,direct_atc4_region,001,002,sap-v1.0-amendments-001-002,data/interim/insee/full/insee_annual_denominators.parquet
2025,44,Grand Est,88986,862259,66768069.88,65115995.65,data/raw/open_medic/2025/atc4/NB_2025_atc4_reg.CSV.gz,5547213,6,1604.156898247823,15544.003808759462,14254,19.0734892683188,258.5571419725768,19.21501105858465,18.739181386407488,direct_atc4_region,direct_atc4_region,001,002,sap-v1.0-amendments-001-002,data/interim/insee/full/insee_annual_denominators.parquet
2025,5,Overseas regions and departments,48053,435921,43710085.53,42258993.58,data/raw/open_medic/2025/atc4/NB_2025_atc4_reg.CSV.gz,2281300,6,2106.386709332398,19108.4469381493,4928,11.427246376811585,203.24293647398645,10.679326458280514,9.614920389052607,direct_atc4_region,direct_atc4_region,001,002,sap-v1.0-amendments-001-002,data/interim/insee/full/insee_annual_denominators.parquet
2025,52,Pays de la Loire,43553,431559,33599017.52,32958038.07,data/raw/open_medic/2025/atc4/NB_2025_atc4_reg.CSV.gz,3955292.5,6,1101.1322171495533,10910.92504536643,7260,20.003857493180497,179.0809051325009,19.422010770826702,19.083609271523173,direct_atc4_region,direct_atc4_region,001,002,sap-v1.0-amendments-001-002,data/interim/insee/full/insee_annual_denominators.parquet
2025,53,Bretagne,32023,311877,24282858.74,23795984.63,data/raw/open_medic/2025/atc4/NB_2025_atc4_reg.CSV.gz,3499655,6,915.033053258107,8911.649862629316,6374,24.850871379001127,177.88299225045398,24.13117785099217,21.929354731512785,direct_atc4_region,direct_atc4_region,001,002,sap-v1.0-amendments-001-002,data/interim/insee/full/insee_annual_denominators.parquet
2025,75,Nouvelle-Aquitaine,83386,819360,63671341.69,62199088.72,data/raw/open_medic/2025/atc4/NB_2025_atc4_reg.CSV.gz,6226311.5,6,1339.2519792817948,13159.637130265648,14926,21.802512416009346,234.4101382144072,21.21662390953112,19.875524682191447,direct_atc4_region,direct_atc4_region,001,002,sap-v1.0-amendments-001-002,data/interim/insee/full/insee_annual_denominators.parquet
2025,76,Occitanie,79663,757918,58841089.88,57072862.02,data/raw/open_medic/2025/atc4/NB_2025_atc4_reg.CSV.gz,6226281.5,6,1279.4635128527357,12172.883606370833,14114,21.53198370684526,219.78123162509564,20.740295041121136,19.41169983141908,direct_atc4_region,direct_atc4_region,001,002,sap-v1.0-amendments-001-002,data/interim/insee/full/insee_annual_denominators.parquet
2025,84,Auvergne-Rhône-Alpes,95294,912740,71002535.6,69081312.92,data/raw/open_medic/2025/atc4/NB_2025_atc4_reg.CSV.gz,8286639.5,6,1149.9715898103204,11014.597654453293,17028,21.756573735721773,201.77684098422105,21.280105298413467,20.364228585746027,direct_atc4_region,direct_atc4_region,001,002,sap-v1.0-amendments-001-002,data/interim/insee/full/insee_annual_denominators.parquet
2025,93,Provence-Alpes-Côte d'Azur and Corse,83272,764655,59510414.2,57234204.86,data/raw/open_medic/2025/atc4/NB_2025_atc4_reg.CSV.gz,5665692,6,1469.7586808460467,13496.233116801974,13962,20.14427932477276,238.51916230315487,19.372279618301235,18.22837184060264,direct_atc4_region,direct_atc4_region,001,002,sap-v1.0-amendments-001-002,data/interim/insee/full/insee_annual_denominators.parquet
